id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
857,Bradley,Johnson,CC,863412112,1998-07-13,2024-11-06,ELITE,554,Catherineview,Texas,ACTIVO,WEB
858,Colleen,Thomas,CC,980793132,2005-08-17,2024-07-26,BASICO,430,Port Abigailport,Virginia,ACTIVO,APP
859,Brenda,Smith,CE,605526666,1971-04-14,2024-06-02,BASICO,676,New Douglas,Minnesota,ACTIVO,APP
860,Scott,Singh,CC,802458181,1986-03-03,2024-09-06,PREMIUM,831,Herreratown,Nevada,ACTIVO,APP
861,Megan,Ward,CE,991723644,2003-09-13,2024-06-19,ESTANDAR,498,New Stephanie,Texas,INACTIVO,OFICINA
862,Mark,Wilson,CC,332460182,2012-10-21,2024-11-10,PREMIUM,520,Jameshaven,Oregon,ACTIVO,APP
863,Pamela,Hall,CE,556184922,2010-07-11,2024-11-02,PREMIUM,709,Port Deniseside,Alabama,ACTIVO,OFICINA
864,Bryan,Perez,CE,620147693,2017-12-23,2024-04-16,BASICO,470,,Kentucky,INACTIVO,APP
865,Mark,Gill,CE,211141957,1996-05-12,2024-05-22,ESTANDAR,444,Kelleychester,Vermont,INACTIVO,OFICINA
866,Anna,Martin,CC,322479525,1993-11-24,2024-01-08,BASICO,787,Port Staceyport,Oregon,INACTIVO,WEB
867,John,Shelton,CC,348924801,2017-06-18,2024-04-03,ESTANDAR,653,Stephenhaven,North Dakota,ACTIVO,OFICINA
868,Gabriel,White,,743141631,2000-02-18,2024-04-06,ELITE,480,East Cassandra,Washington,ACTIVO,WEB
869,Lynn,Wise,CC,176298453,1991-08-09,2024-01-07,BASICO,460,Schneiderport,Georgia,ACTIVO,APP
870,Joanne,Carroll,CE,651503699,1989-05-18,2024-09-30,ELITE,763,North Robert,Rhode Island,INACTIVO,WEB
871,Yvonne,Bell,CC,589479768,1975-05-26,2024-01-12,ELITE,359,Matthewville,Idaho,INACTIVO,WEB
872,Jerry,Watson,CE,910241358,2007-02-24,2024-01-02,PREMIUM,514,West William,Wyoming,ACTIVO,APP
873,Ashley,Williams,CE,718079995,1973-04-06,2024-12-14,ESTANDAR,491,North John,Kentucky,ACTIVO,OFICINA
874,Courtney,Norris,CC,266459760,2005-02-06,2024-01-07,BASICO,787,Sandratown,Pennsylvania,ACTIVO,OFICINA
875,,Tran,CE,462172252,1991-04-06,2024-01-12,PREMIUM,524,West Madison,Utah,INACTIVO,OFICINA
876,Christopher,Rodriguez,CC,432230308,1998-01-28,2024-12-05,BASICO,691,,South Dakota,INACTIVO,APP
877,Matthew,Navarro,CE,163463472,1978-05-05,2024-02-26,ELITE,460,Popemouth,Illinois,ACTIVO,
878,Andrew,Arellano,CE,728814899,2002-03-04,2024-03-18,BASICO,754,Kimberlyside,Missouri,INACTIVO,WEB
879,Eric,Lyons,CC,166819360,2004-10-12,2024-03-14,BASICO,410,West Katherine,Montana,INACTIVO,APP
880,Kimberly,Johnston,CC,994914325,2015-09-10,2024-08-20,PREMIUM,358,South Davidtown,Nebraska,INACTIVO,OFICINA
881,Vanessa,Bender,CC,343840625,1992-01-09,2024-10-05,ESTANDAR,844,East Susanchester,Connecticut,INACTIVO,WEB
882,Gary,Garcia,CE,223297006,1983-06-10,2024-01-30,BASICO,328,North Kimberly,Kansas,ACTIVO,
883,Courtney,Collins,CC,107760004,1999-02-05,2024-11-09,ELITE,484,Ericaburgh,Arkansas,ACTIVO,OFICINA
884,Debra,Lam,,247647462,1977-09-05,2024-04-04,ELITE,523,Hernandezport,Kansas,INACTIVO,APP
885,Veronica,Marshall,CE,416738321,1997-11-11,2024-11-03,PREMIUM,656,Crystalmouth,Michigan,INACTIVO,WEB
886,Francisco,Serrano,CC,696841637,1980-10-11,2024-02-25,ELITE,791,East Hailey,Maryland,ACTIVO,WEB
887,Daniel,Ellis,CC,466224757,2016-10-22,2024-01-10,BASICO,413,Danabury,Massachusetts,,WEB
888,Jennifer,Moore,CE,449813108,1997-01-12,2024-05-26,,677,North Robert,,INACTIVO,WEB
889,Tracy,Harris,,599005220,2001-03-09,2024-12-29,BASICO,584,Berryhaven,Delaware,ACTIVO,OFICINA
890,Alison,Palmer,CC,894631645,1992-11-27,2024-03-27,PREMIUM,396,Lake Alyssa,Maine,INACTIVO,
891,Theresa,Combs,CC,283202270,2010-01-05,2024-09-09,ELITE,423,Brookeland,Alabama,ACTIVO,WEB
892,Matthew,Figueroa,CC,299877439,1987-10-25,2024-07-05,BASICO,455,Kristinfort,Louisiana,INACTIVO,WEB
893,Christine,Jones,CC,295111561,2019-09-17,2024-08-20,BASICO,409,West Sarahside,Illinois,INACTIVO,WEB
894,Cory,Thompson,CC,164910926,2017-10-19,2024-09-09,ELITE,352,East Paula,New Mexico,INACTIVO,APP
895,Beth,Mata,CE,673018793,1994-01-18,2024-08-11,ESTANDAR,473,New Allenstad,Missouri,INACTIVO,WEB
896,Katherine,Bryant,CE,881729402,2000-08-01,2024-12-05,ESTANDAR,613,Joneston,Rhode Island,INACTIVO,APP
897,Dorothy,Hess,CE,923102127,2009-12-31,2024-01-04,ESTANDAR,689,Port Beverlymouth,Wyoming,INACTIVO,APP
898,Clinton,Gamble,CE,293323089,1990-01-18,2024-12-18,ELITE,344,Richardton,California,INACTIVO,APP
899,Mikayla,Lee,CC,801602016,2003-05-02,2024-04-21,BASICO,416,,Virginia,INACTIVO,APP
900,Jaclyn,Bray,CC,543312143,2014-05-18,2024-07-11,PREMIUM,421,Markfurt,Wisconsin,ACTIVO,OFICINA
901,Helen,Randall,CC,548021301,1976-08-07,2024-05-20,BASICO,781,West Adrianville,Texas,ACTIVO,
902,Alicia,Baker,CE,465223269,2007-05-03,2024-11-18,ELITE,469,Warefurt,Ohio,ACTIVO,OFICINA
903,Adam,Park,CE,724984226,1994-10-01,2024-05-19,ELITE,699,Lake Michaelhaven,Oklahoma,ACTIVO,WEB
904,James,Hodges,,646008731,2011-01-16,2024-12-14,BASICO,799,Riverahaven,Massachusetts,INACTIVO,APP
905,Crystal,Harris,CC,203922177,1987-08-21,2024-04-04,ELITE,373,North Rita,Indiana,ACTIVO,APP
906,Tracey,Santos,CE,221071965,1993-10-12,2024-02-10,BASICO,448,East Vanessabury,Ohio,ACTIVO,OFICINA
907,Patricia,Robinson,CE,816982156,2007-09-22,2024-01-02,BASICO,836,Robertfurt,Utah,INACTIVO,OFICINA
908,Scott,Garcia,CC,173633231,2006-02-12,2024-10-04,,360,South Rebecca,Florida,INACTIVO,APP
909,Steve,Maddox,CC,558323770,1996-08-24,2024-05-29,ELITE,353,Erinhaven,South Carolina,INACTIVO,OFICINA
910,Alyssa,Benson,CE,790050884,1980-10-31,2024-02-10,ELITE,522,Elizabethshire,Arkansas,INACTIVO,WEB
911,Cameron,Martinez,CC,742338166,1987-12-11,2024-12-16,ESTANDAR,772,Walkerport,Washington,INACTIVO,WEB
912,Anna,Wells,CC,897455451,1976-06-23,2024-04-25,ESTANDAR,615,Geraldside,Idaho,ACTIVO,WEB
913,Deborah,Spears,CC,606804404,1988-04-04,2024-04-29,ESTANDAR,469,New Sarah,Kansas,INACTIVO,APP
914,Rodney,Smith,CE,654420966,1983-09-10,2024-08-24,PREMIUM,331,West Amanda,Ohio,INACTIVO,OFICINA
915,Ana,Galvan,CE,435805740,1980-01-24,2024-09-26,ELITE,352,South Bryanside,Maine,INACTIVO,WEB
916,Gavin,Schwartz,CE,641400855,2005-05-04,2024-12-14,BASICO,438,South David,,ACTIVO,WEB
917,Marcus,Dennis,CE,714628540,2017-06-19,2024-10-17,BASICO,673,Rodriguezhaven,New Mexico,INACTIVO,WEB
918,David,Farmer,CE,423319642,2011-06-11,2024-01-09,BASICO,346,North Kelly,Utah,INACTIVO,
919,Jason,Adams,CE,382365789,2000-07-17,2024-08-26,ELITE,389,North Jamiemouth,Texas,ACTIVO,WEB
920,Mary,Clark,CE,582741561,2003-06-16,2024-04-27,PREMIUM,335,South Andrealand,New York,ACTIVO,OFICINA
921,Danielle,Henderson,CC,621918956,1978-11-22,2024-12-17,ELITE,524,Fletcherstad,Mississippi,INACTIVO,
922,,Mcbride,CC,311780506,1982-02-02,2024-11-10,ELITE,568,Kimside,Vermont,ACTIVO,WEB
923,Douglas,Richmond,CC,132123007,1987-09-21,2024-11-07,ELITE,485,Andrewburgh,Colorado,ACTIVO,WEB
924,Karen,Bennett,CC,936828678,1983-04-11,2024-01-10,ELITE,670,Johnsonfort,Rhode Island,INACTIVO,APP
925,Lucas,Fisher,CC,682661545,1972-11-03,2024-01-25,ELITE,534,Port James,Pennsylvania,ACTIVO,OFICINA
926,Heather,Turner,CC,741721902,2012-10-21,2024-06-21,PREMIUM,421,,Kansas,ACTIVO,WEB
927,Kimberly,,CC,143156020,1992-08-15,2024-08-12,,723,North Larryview,Tennessee,INACTIVO,OFICINA
928,,Osborne,CE,673525178,2000-04-19,2024-01-11,BASICO,688,Alexmouth,Minnesota,ACTIVO,WEB
929,Jessica,Butler,CE,680069925,2012-08-02,2024-04-10,ELITE,416,,Utah,ACTIVO,APP
930,Samantha,Hill,CC,687106756,1989-03-10,2024-09-21,ELITE,765,Lake Kellymouth,Colorado,INACTIVO,APP
931,Heather,Brown,CC,928854742,2011-10-16,2024-11-22,ELITE,728,Emilybury,,INACTIVO,APP
932,Evan,Garrett,CE,405554395,2014-06-17,2024-03-23,BASICO,741,Andrewtown,,,APP
933,Brian,Lin,CC,574061537,1985-06-13,2024-10-02,PREMIUM,338,Lake Jeremy,Wyoming,ACTIVO,WEB
934,Luis,Harris,CC,464959630,2015-02-23,2024-12-10,BASICO,461,Freemanfort,Montana,ACTIVO,OFICINA
935,Robert,Garcia,CE,975856095,2016-12-18,2024-09-17,PREMIUM,825,East Karina,Colorado,ACTIVO,WEB
936,James,Schultz,CC,130063151,2009-10-14,2024-08-08,ESTANDAR,465,Stephensmouth,Maine,ACTIVO,APP
937,Rebecca,Miranda,,583197278,1998-06-07,2024-11-06,ELITE,744,,,INACTIVO,APP
938,Joel,Molina,CC,409976210,2014-09-23,2024-08-06,PREMIUM,742,Joseville,Arizona,ACTIVO,WEB
939,Anna,Anderson,CE,883179327,2007-05-28,2024-03-29,BASICO,630,Torreshaven,Georgia,ACTIVO,WEB
940,Kimberly,Smith,CE,207798876,2001-12-31,2024-01-15,PREMIUM,634,Tuckerton,,INACTIVO,OFICINA
941,Austin,Meyer,CE,564744629,2006-09-13,2024-09-02,PREMIUM,411,New Barbarafort,Alaska,INACTIVO,OFICINA
942,Jose,Hawkins,CC,697463676,1981-12-04,2024-06-24,ESTANDAR,438,Port Cynthiafurt,Idaho,ACTIVO,OFICINA
943,Sarah,Phillips,CE,832726265,1972-07-22,2024-01-04,ELITE,465,Moralesport,Kansas,ACTIVO,
944,James,Mendoza,CC,490678706,1994-01-01,2024-11-29,ELITE,713,Wandaville,Montana,INACTIVO,APP
945,Lynn,Morris,CC,902118694,1986-03-04,2024-01-21,BASICO,468,Lake Wesleyview,New Mexico,ACTIVO,APP
946,Lisa,Hall,CC,158203138,2004-06-03,2024-07-26,BASICO,423,Conradmouth,Oregon,INACTIVO,OFICINA
947,Travis,Alexander,CC,267916535,2003-08-15,2024-05-16,ESTANDAR,849,Petersonfort,South Dakota,INACTIVO,OFICINA
948,,Jensen,CE,225114431,1999-05-12,2024-11-17,PREMIUM,397,Chadfurt,New Jersey,INACTIVO,APP
949,Sarah,Hansen,CE,541921564,1999-01-20,2024-12-28,PREMIUM,359,Harrisbury,Oregon,INACTIVO,APP
950,Stephanie,Adams,CC,875981427,1992-08-14,2024-08-03,BASICO,318,East Sarahbury,Arizona,ACTIVO,APP
951,Zachary,Scott,CC,762371850,1982-04-02,2024-04-26,ELITE,423,Port Brianna,Georgia,INACTIVO,OFICINA
952,Kimberly,Webb,CE,205846880,2015-07-22,2024-06-27,,525,Lindseymouth,Vermont,ACTIVO,OFICINA
953,Kyle,Klein,CC,944772793,1983-02-09,2024-09-02,ESTANDAR,623,Sarahhaven,Arkansas,INACTIVO,APP
954,Sarah,Hernandez,CE,421950922,2007-03-03,2024-05-07,BASICO,316,New Anna,West Virginia,ACTIVO,APP
955,Sandra,Yates,CC,470993172,1991-07-12,2024-12-23,PREMIUM,379,North Melissa,Indiana,ACTIVO,WEB
956,Andrew,Bolton,CC,778157862,1999-12-31,2024-03-18,ELITE,755,Mirandafurt,New Hampshire,INACTIVO,WEB
957,Zachary,Lee,CE,519972197,1999-03-13,2024-08-16,,840,Sheppardmouth,South Dakota,ACTIVO,APP
958,Mark,Lee,CC,192966977,2014-02-19,2024-10-19,ESTANDAR,677,Lake David,Arkansas,ACTIVO,APP
959,Jason,Jones,CE,380361562,1980-03-31,2024-09-18,ESTANDAR,490,Aprilshire,New Jersey,ACTIVO,WEB
960,Kenneth,Washington,CC,494181795,1975-07-29,2024-03-22,BASICO,790,Phillipsberg,Maryland,INACTIVO,OFICINA
961,Mary,Morris,CC,408547530,1975-05-22,2024-12-07,,704,Smithborough,Montana,ACTIVO,APP
962,Tracy,Sanchez,CC,877188462,1975-01-27,2024-12-03,ELITE,571,North Madelinechester,Massachusetts,ACTIVO,APP
963,Nicole,Bishop,CE,728396369,1998-11-17,2024-11-02,ELITE,729,South Timothy,Minnesota,INACTIVO,APP
964,,Stephens,CC,655444346,1988-02-14,2024-03-06,PREMIUM,819,East Bradfurt,Nevada,INACTIVO,OFICINA
965,Amanda,Leach,CC,732829632,2007-12-12,2024-04-05,PREMIUM,683,New Cameronstad,Alaska,ACTIVO,WEB
966,Karen,Barnes,CC,161104574,1992-09-25,2024-05-24,PREMIUM,491,Hooverberg,Pennsylvania,INACTIVO,OFICINA
967,Amanda,Brock,CC,651258722,2001-01-28,2024-03-05,,734,East Rachelton,Minnesota,INACTIVO,OFICINA
968,Susan,Schneider,CE,268324386,2015-05-11,2024-01-09,ESTANDAR,362,Lake Rhondaland,Louisiana,INACTIVO,APP
969,Heather,Sawyer,CE,745048990,1970-06-14,2024-12-22,PREMIUM,515,New Lisa,South Dakota,ACTIVO,APP
970,Christopher,,CC,121876123,1989-01-19,2024-07-04,ELITE,433,East Hannah,Ohio,INACTIVO,WEB
971,Bethany,Ellison,CE,176778368,1975-11-08,2024-06-06,BASICO,460,Pamelafort,Rhode Island,INACTIVO,OFICINA
972,Robert,Collins,CC,795005464,1997-12-20,2024-01-31,ESTANDAR,557,Thomasview,Idaho,INACTIVO,WEB
973,Nathan,Ochoa,CC,107707690,2016-02-07,2024-05-30,ESTANDAR,724,Port Jesse,Wisconsin,ACTIVO,OFICINA
974,Robert,Harris,CC,912309989,2016-05-04,2024-11-14,PREMIUM,827,Amyfurt,Rhode Island,INACTIVO,APP
975,Briana,Cole,CE,479527763,1986-07-09,2024-08-29,BASICO,657,East Julieport,Mississippi,ACTIVO,WEB
976,Shari,Kelley,CE,271575234,1977-04-19,2024-06-04,ESTANDAR,674,North Maryborough,Rhode Island,INACTIVO,OFICINA
977,Kyle,Lopez,CE,582296882,2005-12-12,2024-02-28,BASICO,308,Port Tammymouth,New Jersey,ACTIVO,APP
978,Joshua,Sandoval,CE,516690049,2003-03-14,2024-01-10,ESTANDAR,496,Bryanland,,INACTIVO,
979,Thomas,Bridges,CE,428093905,1986-12-12,2024-12-10,BASICO,416,Staceyview,Washington,INACTIVO,OFICINA
980,Benjamin,Phillips,CE,375902589,2007-07-14,2024-05-03,BASICO,309,,Oregon,ACTIVO,APP
981,Stanley,Martinez,CE,965432043,2019-06-25,2024-12-21,ESTANDAR,818,Port Josephburgh,Georgia,ACTIVO,OFICINA
982,Patrick,Sandoval,CE,498126588,1983-12-14,2024-12-11,BASICO,648,New Sandra,Virginia,INACTIVO,OFICINA
983,Lori,Smith,CE,999124159,2009-06-14,2024-10-08,ELITE,703,West Brendatown,Utah,INACTIVO,OFICINA
984,Jenny,Mitchell,CC,422274249,1990-10-06,2024-08-24,ESTANDAR,303,East Christina,Montana,INACTIVO,OFICINA
985,Ryan,Duncan,CE,336659268,1974-06-26,2024-11-28,ESTANDAR,627,South Robertside,Nevada,ACTIVO,APP
986,Kenneth,Santos,CE,565275656,2010-03-02,2024-01-17,ELITE,811,New Jaclyn,North Carolina,INACTIVO,OFICINA
987,Diane,Robertson,CE,859757057,1986-05-03,2024-11-19,,429,North Joshua,Mississippi,INACTIVO,OFICINA
988,Susan,Taylor,CE,247194085,1982-10-15,2024-01-23,ELITE,783,Lunatown,Alaska,INACTIVO,OFICINA
989,Caitlin,Romero,CE,866890172,1984-03-31,2024-01-09,ESTANDAR,657,Hendersontown,Idaho,ACTIVO,APP
990,Diana,Briggs,CE,945594014,1993-09-26,2024-07-25,ELITE,684,Brittanyfurt,Virginia,INACTIVO,WEB
991,Deborah,Howard,CE,705960201,2010-12-25,2024-02-14,BASICO,553,Port Amber,,ACTIVO,OFICINA
992,Emily,Simmons,CE,208104817,1976-06-24,2024-11-26,ELITE,466,,Alaska,ACTIVO,WEB
993,Brandon,Cruz,CE,364797259,1971-01-02,2024-01-27,ESTANDAR,768,North Brandonborough,Michigan,INACTIVO,WEB
994,Alexander,Mccoy,CE,735484835,2012-11-03,2024-07-06,BASICO,792,Frankbury,California,ACTIVO,OFICINA
995,Richard,Phillips,CE,208741109,1997-02-15,2024-05-19,,637,West Carolburgh,New Hampshire,ACTIVO,WEB
996,Stephen,Logan,CC,879446356,1988-02-02,2024-01-09,ESTANDAR,350,Hicksland,New York,INACTIVO,WEB
997,Lauren,Barrett,CC,383705392,1970-01-13,2024-08-21,PREMIUM,355,Floresside,Oregon,INACTIVO,OFICINA
998,Charles,Harmon,CE,478949102,1976-05-06,2024-04-01,ESTANDAR,372,West Marie,Nevada,INACTIVO,APP
999,Erin,Jenkins,CE,803843311,2012-03-30,2024-03-17,ESTANDAR,351,North Robinshire,Colorado,ACTIVO,WEB
1000,Connie,Roman,CC,572703664,1990-06-30,2024-12-05,BASICO,424,Adamsfort,South Carolina,ACTIVO,OFICINA
1001,Joseph,Mcgee,CE,794971780,2015-11-20,2024-08-31,BASICO,561,Lisamouth,North Dakota,ACTIVO,OFICINA
1002,Hannah,Mata,CC,552191213,1970-09-14,2024-11-28,BASICO,847,Christophershire,Utah,INACTIVO,WEB
1003,Erin,Scott,CC,387291609,2016-02-02,2024-06-03,ELITE,820,Martinfort,Hawaii,ACTIVO,WEB
1004,,Brown,,883881916,2013-07-17,2024-08-05,ELITE,629,Chrisland,Oklahoma,INACTIVO,WEB
1005,Nancy,Mccormick,CC,796781804,1978-10-18,2024-10-11,BASICO,622,South Aprilberg,Rhode Island,INACTIVO,OFICINA
1006,Tony,Mcbride,CC,956993113,1986-11-28,2024-05-29,ELITE,540,Amberton,Oregon,ACTIVO,OFICINA
1007,Alan,Gomez,CE,344517118,2007-02-27,2024-11-24,PREMIUM,584,Port Levi,Delaware,ACTIVO,APP
1008,Virginia,Chen,CC,177924587,2014-01-17,2024-03-28,ELITE,563,Christymouth,Wisconsin,ACTIVO,APP
1009,Michael,Wright,CE,345218329,1990-05-22,2024-04-15,PREMIUM,598,Adamstad,Nevada,INACTIVO,OFICINA
1010,Kimberly,Ramirez,CE,382043975,2018-06-10,2024-10-20,BASICO,504,South Danielleton,Utah,ACTIVO,APP
1011,Kathy,Burton,CC,499654148,2010-09-25,2024-04-04,BASICO,590,Gallagherborough,Alaska,INACTIVO,WEB
1012,,Marshall,CC,637949949,2005-06-09,2024-09-09,ELITE,510,North Thomasfort,Wyoming,,APP
1013,Timothy,Hall,CE,816984590,1998-03-21,2024-02-08,BASICO,665,Davidbury,South Carolina,INACTIVO,APP
1014,Jeff,Vargas,,767910266,1980-12-30,2024-09-11,BASICO,763,Harrisshire,Florida,ACTIVO,OFICINA
1015,Veronica,Jackson,CC,540359567,1986-03-10,2024-02-23,ESTANDAR,621,Rossfurt,Tennessee,ACTIVO,OFICINA
1016,Robert,Young,CE,270927360,1971-03-19,2024-08-30,BASICO,657,,Indiana,INACTIVO,WEB
1017,Gary,Lucas,CE,151187343,1978-01-23,2024-04-19,ESTANDAR,393,South Russell,North Dakota,ACTIVO,APP
1018,Sharon,Williamson,CC,519542436,1980-10-11,2024-09-10,BASICO,468,,Vermont,ACTIVO,OFICINA
1019,Adam,Pope,CE,699974146,1971-02-03,2024-04-21,PREMIUM,596,West Saraville,Idaho,INACTIVO,OFICINA
1020,Rodney,Fisher,CC,614089907,2012-12-22,2024-06-22,PREMIUM,815,Whitakerchester,Colorado,ACTIVO,OFICINA
1021,Brian,,CC,704869470,1978-03-15,2024-07-07,BASICO,397,New Rebekah,,ACTIVO,WEB
1022,Clayton,Nelson,CC,954860663,1987-05-01,2024-08-08,PREMIUM,649,New Cynthia,South Carolina,INACTIVO,WEB
1023,Whitney,Pierce,CE,998952502,1976-01-26,2024-09-05,PREMIUM,700,South Ryanland,Hawaii,ACTIVO,APP
1024,Brandi,Horton,CE,430580116,2019-07-14,2024-02-21,PREMIUM,750,Moralesberg,Massachusetts,ACTIVO,WEB
1025,Adam,Burke,CE,612614209,2001-07-20,2024-06-10,ELITE,774,Lake Paulmouth,New York,INACTIVO,
1026,Mark,,CE,833430197,1977-01-12,2024-02-04,PREMIUM,718,West Adrian,Georgia,ACTIVO,APP
1027,Maria,Ellis,CE,406056869,1970-06-10,2024-02-06,ESTANDAR,303,Gonzaleztown,Oklahoma,ACTIVO,APP
1028,Samantha,Dorsey,CC,104467801,2012-11-04,2024-11-29,ELITE,623,South Matthewborough,Kansas,INACTIVO,OFICINA
1029,Amanda,Myers,CC,412504125,1992-02-02,2024-11-12,ESTANDAR,668,West Robertborough,Oklahoma,ACTIVO,OFICINA
1030,Julie,Frank,CC,835731706,1980-09-09,2024-04-20,ESTANDAR,694,Wolfside,New Jersey,ACTIVO,OFICINA
1031,Jessica,Miller,,689386085,1979-10-14,2024-06-25,ESTANDAR,418,Davilaborough,Vermont,ACTIVO,WEB
1032,Rachel,Mathis,CE,481562029,1974-12-31,2024-01-09,ELITE,489,South Josephview,Connecticut,INACTIVO,OFICINA
1033,Andrea,Winters,CC,905999832,2007-09-30,2024-10-01,BASICO,715,Scotttown,Maine,ACTIVO,APP
1034,Yvonne,Robinson,CE,645978250,1996-11-15,2024-04-30,PREMIUM,405,South Davidport,Montana,ACTIVO,WEB
1035,John,Anderson,CC,537785031,2007-10-08,2024-04-14,PREMIUM,464,Amandabury,Virginia,INACTIVO,WEB
1036,John,Oneal,CE,942454624,1973-03-22,2024-06-04,BASICO,645,West Claudiafurt,South Carolina,INACTIVO,OFICINA
1037,Mark,Foster,CE,317199220,1991-05-31,2024-12-01,,397,Port Terrimouth,Indiana,ACTIVO,
1038,Robert,Christensen,CC,837275078,2015-03-20,2024-01-26,ESTANDAR,785,Lake Antonio,Montana,ACTIVO,OFICINA
1039,Jeffrey,Bradford,CC,926751807,1974-02-08,2024-10-22,ELITE,630,,Hawaii,INACTIVO,OFICINA
1040,Benjamin,Walker,CC,460358373,1990-11-18,2024-01-25,ESTANDAR,669,Monicaburgh,Illinois,INACTIVO,WEB
1041,Jordan,Blackwell,CC,537565972,2014-03-08,2024-12-20,PREMIUM,741,Wardbury,Mississippi,INACTIVO,WEB
1042,Stephanie,Andersen,CE,118292935,1980-02-26,2024-03-09,BASICO,419,Pughtown,Kansas,ACTIVO,
1043,,Lopez,CC,792007282,1974-11-05,2024-11-22,PREMIUM,598,Robertborough,Oregon,INACTIVO,WEB
1044,Charlene,Green,CC,662852853,1996-01-15,2024-05-30,BASICO,442,Yoderbury,Michigan,ACTIVO,WEB
1045,Jason,Martin,CE,402827454,2008-12-13,2024-12-10,ELITE,392,Baileymouth,New Jersey,ACTIVO,OFICINA
1046,Rachel,Foster,CC,207305812,2012-10-21,2024-03-05,ESTANDAR,596,Lake Davidbury,Delaware,ACTIVO,APP
1047,Russell,White,CC,143099583,1988-06-06,2024-05-29,PREMIUM,746,West Anthony,Vermont,,WEB
1048,Kevin,,CC,309449747,2000-01-09,2024-11-15,ELITE,779,North Jeremiah,Delaware,INACTIVO,OFICINA
1049,Jill,Hernandez,CC,160229895,1971-01-11,2024-09-01,PREMIUM,557,Millerchester,New Jersey,INACTIVO,OFICINA
1050,Adam,Rodriguez,CC,502562105,2012-06-26,2024-02-27,BASICO,821,Hubbardside,Nebraska,INACTIVO,APP
1051,Gregory,Smith,CE,554208813,1987-01-10,2024-06-04,PREMIUM,674,Port Holly,New Hampshire,ACTIVO,WEB
1052,Kayla,Alvarez,CC,907643166,2016-11-19,2024-04-21,ELITE,726,East Danielberg,Texas,ACTIVO,WEB
1053,Jennifer,Bass,CC,666420977,1993-04-05,2024-05-02,ELITE,400,Catherinetown,Idaho,INACTIVO,WEB
1054,Stephanie,Hayes,,496834040,1972-12-21,2024-12-18,ESTANDAR,543,West Bryce,New Mexico,ACTIVO,WEB
1055,Melissa,Gardner,CC,216179548,2005-10-17,2024-12-27,PREMIUM,322,East Debra,Texas,INACTIVO,APP
1056,Joseph,Sullivan,CC,299614447,2001-02-18,2024-07-21,BASICO,653,,Kentucky,ACTIVO,OFICINA
1057,Kelly,Harrison,CE,454479880,2018-03-04,2024-01-04,PREMIUM,765,,New York,ACTIVO,OFICINA
1058,Juan,Murphy,CC,492359182,2000-09-26,2024-05-08,ESTANDAR,524,Shannonport,Nevada,INACTIVO,APP
1059,Samantha,Moreno,CE,889364317,1997-07-04,2024-01-26,BASICO,743,Clarkview,New Mexico,ACTIVO,
1060,Jordan,Bryant,CE,128546713,2015-08-04,2024-10-15,BASICO,568,Drewstad,Iowa,ACTIVO,OFICINA
1061,James,,CC,113395337,2000-03-25,2024-01-27,ESTANDAR,832,New Susan,,ACTIVO,WEB
1062,Lori,Johnson,CC,454055964,1981-11-28,2024-02-11,,613,Christineland,Indiana,INACTIVO,
1063,Danny,Johnson,CC,901398351,1983-08-06,2024-03-11,ELITE,419,North Valerie,Montana,ACTIVO,WEB
1064,John,Vega,CC,613748771,2006-12-10,2024-03-04,ELITE,780,New Larryborough,Georgia,ACTIVO,APP
1065,Cory,Moore,,908451155,2006-07-07,2024-01-25,BASICO,419,Lake James,North Dakota,ACTIVO,WEB
1066,Meagan,Sandoval,CC,913653356,2017-07-26,2024-03-12,PREMIUM,435,Williamberg,Montana,INACTIVO,WEB
1067,Chloe,Davis,,891341941,2004-09-23,2024-12-26,BASICO,376,Port Ashley,Oregon,ACTIVO,APP
1068,Pam,Davis,CC,749175588,2017-06-04,2024-09-24,PREMIUM,653,Blakeside,California,INACTIVO,APP
1069,Elizabeth,,CC,344823381,1988-03-21,2024-11-09,ESTANDAR,357,Kylemouth,Nebraska,INACTIVO,WEB
1070,Jacob,Ponce,CC,949527622,1990-02-07,2024-04-04,,385,Port Josephtown,Kansas,ACTIVO,WEB
1071,Joshua,Dominguez,CC,477091478,1976-06-16,2024-12-22,ELITE,300,Ericmouth,Wisconsin,ACTIVO,WEB
1072,Veronica,Allen,,729601704,1987-06-01,2024-12-29,ESTANDAR,376,Port Jamesville,Delaware,ACTIVO,OFICINA
1073,Amanda,Hunter,CE,488042471,1980-04-01,2024-11-10,ESTANDAR,821,South Susan,Colorado,,WEB
1074,Terry,Nielsen,CC,636312924,1989-08-08,2024-04-26,ELITE,743,Hernandezton,Connecticut,,OFICINA
1075,Christopher,Duran,CC,175154255,1971-06-03,2024-06-12,ESTANDAR,447,South Jonathanport,,ACTIVO,OFICINA
1076,Lauren,Miranda,,209285989,2015-08-05,2024-12-30,BASICO,824,Jensenborough,Rhode Island,INACTIVO,OFICINA
1077,Tommy,Duncan,CE,310473371,2005-05-22,2024-10-04,BASICO,485,East Mary,Alaska,ACTIVO,APP
1078,Michael,Ibarra,CC,570260143,2010-07-20,2024-03-05,PREMIUM,821,Taylorside,Rhode Island,ACTIVO,APP
